,title,company,description,onsite_remote,salary,location,criteria,posted_date,link,Seniority level,Employment type,Job function,Industries,indus_Technology,indus_Information,indus_Internet,indus_Information Services,indus_IT Services,indus_IT Consulting,indus_Hospitals,indus_Health Care,indus_Computer,indus_Network Security,indus_Internet Publishing,indus_Defense,indus_Space Manufacturing,indus_Transportation,indus_Logistics,indus_Supply Chain,indus_Storage,indus_Recreational Facilities,indus_Biotechnology Research,indus_Pharmaceutical Manufacturing,indus_Research Services,indus_Entertainment Providers,indus_Movies,indus_Videos,indus_Sound,indus_Medical Equipment Manufacturing,indus_Insurance,indus_Chemical Manufacturing,indus_Ground Passenger Transportation,indus_Software Development,indus_Staffing,indus_Recruiting,indus_Financial Services,indus_Libraries,indus_Computer Games,indus_Computer Hardware Manufacturing,indus_Business Consulting,indus_Services,indus_Advertising Services,indus_Non-profit Organizations,indus_Nanotechnology Research,indus_Data Infrastructure,indus_Analytics,indus_Manufacturing,indus_Food,indus_Beverage Services,indus_Beverage Manufacturing,indus_Higher Education,indus_Travel Arrangements,indus_Mental Health Care,indus_Strategic Management Services,indus_Hospitality,indus_Real Estate,indus_Oil,indus_Gas,indus_Industrial Machinery Manufacturing,indus_Civic,indus_Social Organizations,indus_Investment Banking,indus_Banking,indus_Investment Management,indus_Online Audio,indus_Video Media,indus_Capital Markets,indus_Retail,indus_Government Administration,indus_Government Relations Services,indus_Mining,indus_Renewable Energy Semiconductor Manufacturing,indus_Newspaper Publishing,indus_Human Resources Services,indus_Accounting,indus_Retail Luxury Goods,indus_Jewelry
197,Data Scientist,Mayvue Solutions,Nan,onsite,nan,"Pittsburgh, PA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-11-06,https://www.linkedin.com/jobs/view/data-scientist-at-mayvue-solutions-3759484273?refId=rZcm3IreGPq7J0t3flT77w%3D%3D&trackingId=kYbof9ZaxDo05Iv%2FjmsShA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,AI/ML Developer,PETADATA,Nan,onsite,nan,"San Francisco, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-17,https://www.linkedin.com/jobs/view/ai-ml-developer-at-petadata-3768457924?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=gkgmZMikdB3a3zUu%2BvQP7g%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Data Scientist,Saransh Inc,Nan,onsite,nan,"Auburn Hills, MI","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Information Services and IT Services and IT Consulting'}]",2023-11-21,https://www.linkedin.com/jobs/view/data-scientist-at-saransh-inc-3766095677?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=RIi%2BHkEzCekl8%2BXklrAOwQ%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,Engineering and Information Technology,Information Services and IT Services and IT Consulting,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,AI/ML Engineer,Prime Vector Consulting Services LLC,Nan,onsite,nan,"Irving, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-11-17,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-prime-vector-consulting-services-llc-3768433319?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=aQm39b8o9jBH4UDyV9a4EQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Virology Research Scientist,spinTwo,Nan,onsite,nan,"Bethesda, MD","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Other'}, {'Industries': 'Internet Publishing'}]",2023-11-17,https://www.linkedin.com/jobs/view/virology-research-scientist-at-spintwo-3768805683?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=FlFyb5OVxbLxWRL1UmzgDA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Other,Internet Publishing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Data Science Team Lead,Barrington James,Nan,onsite,"$145,000.00-$190,000.00","New Jersey, United States","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Biotechnology Research, Medical Equipment Manufacturing, and IT Services and IT Consulting'}]",2023-11-17,https://www.linkedin.com/jobs/view/data-science-team-lead-at-barrington-james-3767782439?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=VQ6uit5EMRknzLjjGWyFTg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,"Biotechnology Research, Medical Equipment Manufacturing, and IT Services and IT Consulting",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Data Scientist,Experfy,Nan,onsite,nan,"San Diego, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-10-07,https://www.linkedin.com/jobs/view/data-scientist-at-experfy-3755398857?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=c5CMrwfmiR%2BTy%2FkqtbRVtQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Data Scientist,Experfy,Nan,onsite,nan,"Seattle, WA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-10-07,https://www.linkedin.com/jobs/view/data-scientist-at-experfy-3755396870?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=2X6TCvztnb%2BhGXhmr4CigA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,AI/ML Engineer-Data Scientist,Saransh Inc,Nan,onsite,nan,"Los Angeles, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Information Services and IT Services and IT Consulting'}]",2023-11-15,https://www.linkedin.com/jobs/view/ai-ml-engineer-data-scientist-at-saransh-inc-3760316009?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=3pUscxX%2FOLikPc%2BKQJ%2FgwA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,Engineering and Information Technology,Information Services and IT Services and IT Consulting,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Data Scientist,Core Digital Media,Nan,onsite,"$114,000.00-$130,000.00","Los Angeles, CA","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Transportation, Logistics, Supply Chain and Storage'}]",2023-11-21,https://www.linkedin.com/jobs/view/data-scientist-at-core-digital-media-3763378363?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=VL93DSHasNzpygdG4I0yuQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,Not Applicable,Full-time,Engineering and Information Technology,"Transportation, Logistics, Supply Chain and Storage",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,"Data Scientist, Small Business Group",Meta,Nan,onsite,"$134,000.00-$194,000.00","Menlo Park, CA","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-11,https://www.linkedin.com/jobs/view/data-scientist-small-business-group-at-meta-3763236205?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=qKGgJ0lTovHHz0wrptNu9Q%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Data Scientist,CVS Health,Nan,onsite,"$73,500.00-$170,000.00","New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Hospitals and Health Care'}]",2023-11-21,https://www.linkedin.com/jobs/view/data-scientist-at-cvs-health-3763336632?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=zLCRz5Ez23YLDSn9s3zWZg%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,Hospitals and Health Care,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Data Scientist,Experfy,Nan,onsite,nan,"Texas City, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-10-07,https://www.linkedin.com/jobs/view/data-scientist-at-experfy-3755397901?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=r4AW0hepbjT%2Fbhp%2FTYNvBg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Data Scientist with AL & ML,Saransh Inc,Nan,onsite,nan,"Los Angeles, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-10-10,https://www.linkedin.com/jobs/view/data-scientist-with-al-ml-at-saransh-inc-3735366115?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=W1e3Mrfq5t0ZL3jFrK%2F1Uw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,"Data Scientist, Product Analytics",Meta,Nan,onsite,"$109,000.00-$166,000.00","Bellevue, WA","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-11,https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-3763233556?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=BMRsqq8UW5ZZDw0Aw9FM%2BQ%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Machine Learning Engineer,Future House,Nan,onsite,nan,"San Francisco, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Biotechnology Research'}]",2023-11-17,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-future-house-3748848662?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=lvnH5feSyBumlAi5osckeg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,Biotechnology Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Front End Web Developer,"Demco, Inc.",Nan,onsite,nan,"Madison, WI","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Libraries'}]",2023-11-17,https://www.linkedin.com/jobs/view/front-end-web-developer-at-demco-inc-3768617284?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=i2ounHp3fNW2gt3e2kdUDA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"Data Scientist, Product Analytics",Meta,Nan,onsite,"$165,000.00-$232,000.00","Menlo Park, CA","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-11,https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-3763235429?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=AO60rwlU5g7Ma1kWC8tWjQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Data Scientist - Marketing Analytics,MarketBridge,Nan,onsite,nan,"Washington, DC","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-10-27,https://www.linkedin.com/jobs/view/data-scientist-marketing-analytics-at-marketbridge-3752271170?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=P3h8Sddes8l4US0isSTi0Q%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Data Scientist,Archetype Permanent Solutions,Nan,onsite,nan,"Austin, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-11-17,https://www.linkedin.com/jobs/view/data-scientist-at-archetype-permanent-solutions-3767136951?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=DPahX01oOTsBtUxDCYRjQQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Machine Learning Engineer,CINQCARE,Nan,onsite,nan,"Washington, DC","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-10-17,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-cinqcare-3741803156?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=d93IVnvd6%2Bn342jyNKH5mQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Front End Engineer,Bloomfield,Nan,onsite,nan,"Pittsburgh, PA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-11-18,https://www.linkedin.com/jobs/view/front-end-engineer-at-bloomfield-3769335163?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=lPd1PH05zwV6ozhWwbkQRw%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Data Scientist,Archetype Permanent Solutions,Nan,onsite,nan,"El Paso, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-11-16,https://www.linkedin.com/jobs/view/data-scientist-at-archetype-permanent-solutions-3767136751?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=%2FrnXZLtE%2Boa56UPVR7Bkow%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Data Scientist,Archetype Permanent Solutions,Nan,onsite,nan,"San Antonio, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-11-16,https://www.linkedin.com/jobs/view/data-scientist-at-archetype-permanent-solutions-3767141051?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=nm6p%2BDSWAo3XX%2FslLEeNXg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Data Scientist,"Aperio Global, LLC",Nan,onsite,nan,"Chantilly, VA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Computer and Network Security'}]",2023-11-20,https://www.linkedin.com/jobs/view/data-scientist-at-aperio-global-llc-3767053766?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=bDiluRVCHwAknUrGv4LzHQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,Computer and Network Security,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Junior Full Stack/Front End Developer (Contract to Hire),Matic Digital,Nan,onsite,nan,"Denver, CO","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-11-18,https://www.linkedin.com/jobs/view/junior-full-stack-front-end-developer-contract-to-hire-at-matic-digital-3769115493?refId=0dPgcgHKuCDpgxy%2FCCktXg%3D%3D&trackingId=5NZB8dYyeYVpepNBjIgVcA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Data Scientist,Experfy,Nan,onsite,nan,"San Diego, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-10-07,https://www.linkedin.com/jobs/view/data-scientist-at-experfy-3755398857?refId=jJ4%2BRYzny8ShmsgGySdUBA%3D%3D&trackingId=NBEzX0IwisBRtpLa4lt6yw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Data Scientist,Experfy,Nan,onsite,nan,"Seattle, WA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-10-07,https://www.linkedin.com/jobs/view/data-scientist-at-experfy-3755396870?refId=jJ4%2BRYzny8ShmsgGySdUBA%3D%3D&trackingId=kdrH9DTxT7QqGYupBrjHwg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,"Data Scientist, Small Business Group",Meta,Nan,onsite,"$134,000.00-$194,000.00","Menlo Park, CA","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-11,https://www.linkedin.com/jobs/view/data-scientist-small-business-group-at-meta-3763236205?refId=jJ4%2BRYzny8ShmsgGySdUBA%3D%3D&trackingId=dMm72AHMKEm8BzugW98YyQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
